case_unit_id,suite,user_task_id,injection_task_id,身份与官方goal_task,官方descriptor及哈希,released_runner_dispatch,selected_evaluator源码,evaluator传递闭包,state_schema,artifact_inventory,native_wiring及aggregation区分,stronger及conflict边界,逐文件完整性,official_file_count,derived_lock_inventory_count,raw_file_count,case_packet_bytes,修复前issue_codes,修复后issue_codes,总体结论,packet_path
v1.2.2:workspace:user_task_3:injection_task_13,workspace,user_task_3,injection_task_13,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318706,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_3_injection_task_13/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_0,workspace,user_task_2,injection_task_0,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,309908,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_0/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_1,workspace,user_task_2,injection_task_1,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,309086,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_1/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_2,workspace,user_task_2,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,310219,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_2/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_3,workspace,user_task_2,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317680,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_3/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_4,workspace,user_task_2,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,310887,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_4/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_5,workspace,user_task_2,injection_task_5,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,310620,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_5/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_6,workspace,user_task_2,injection_task_6,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,316915,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_6/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_7,workspace,user_task_2,injection_task_7,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317549,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_7/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_8,workspace,user_task_2,injection_task_8,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317516,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_8/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_10,workspace,user_task_2,injection_task_10,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,316753,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_10/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_11,workspace,user_task_2,injection_task_11,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,304059,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_11/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_12,workspace,user_task_2,injection_task_12,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,304858,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_12/case_packet.md
v1.2.2:workspace:user_task_2:injection_task_13,workspace,user_task_2,injection_task_13,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318853,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_2_injection_task_13/case_packet.md
v1.2.2:workspace:user_task_5:injection_task_0,workspace,user_task_5,injection_task_0,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,309847,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_5_injection_task_0/case_packet.md
v1.2.2:workspace:user_task_5:injection_task_1,workspace,user_task_5,injection_task_1,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,309025,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_5_injection_task_1/case_packet.md
v1.2.2:workspace:user_task_5:injection_task_2,workspace,user_task_5,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,310158,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_5_injection_task_2/case_packet.md
v1.2.2:workspace:user_task_5:injection_task_3,workspace,user_task_5,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317619,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_5_injection_task_3/case_packet.md
v1.2.2:workspace:user_task_5:injection_task_5,workspace,user_task_5,injection_task_5,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,310559,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_5_injection_task_5/case_packet.md
v1.2.2:workspace:user_task_5:injection_task_6,workspace,user_task_5,injection_task_6,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,316854,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_5_injection_task_6/case_packet.md
v1.2.2:workspace:user_task_5:injection_task_7,workspace,user_task_5,injection_task_7,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317488,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_5_injection_task_7/case_packet.md
v1.2.2:workspace:user_task_5:injection_task_8,workspace,user_task_5,injection_task_8,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317455,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_5_injection_task_8/case_packet.md
v1.2.2:workspace:user_task_5:injection_task_9,workspace,user_task_5,injection_task_9,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318469,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_5_injection_task_9/case_packet.md
v1.2.2:workspace:user_task_5:injection_task_10,workspace,user_task_5,injection_task_10,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,316692,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_5_injection_task_10/case_packet.md
v1.2.2:workspace:user_task_5:injection_task_13,workspace,user_task_5,injection_task_13,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318792,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_5_injection_task_13/case_packet.md
v1.2.2:workspace:user_task_6:injection_task_0,workspace,user_task_6,injection_task_0,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,311010,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_6_injection_task_0/case_packet.md
v1.2.2:workspace:user_task_6:injection_task_1,workspace,user_task_6,injection_task_1,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,310188,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_6_injection_task_1/case_packet.md
v1.2.2:workspace:user_task_6:injection_task_2,workspace,user_task_6,injection_task_2,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,311321,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_EVALUATOR_HELPER_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_6_injection_task_2/case_packet.md
v1.2.2:workspace:user_task_6:injection_task_3,workspace,user_task_6,injection_task_3,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318782,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_6_injection_task_3/case_packet.md
v1.2.2:workspace:user_task_6:injection_task_4,workspace,user_task_6,injection_task_4,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,311989,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_6_injection_task_4/case_packet.md
v1.2.2:workspace:user_task_6:injection_task_6,workspace,user_task_6,injection_task_6,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318017,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_EVALUATOR_HELPER_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_6_injection_task_6/case_packet.md
v1.2.2:workspace:user_task_6:injection_task_7,workspace,user_task_6,injection_task_7,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318651,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_EVALUATOR_HELPER_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_6_injection_task_7/case_packet.md
v1.2.2:workspace:user_task_6:injection_task_8,workspace,user_task_6,injection_task_8,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,318618,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_EVALUATOR_HELPER_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_6_injection_task_8/case_packet.md
v1.2.2:workspace:user_task_6:injection_task_9,workspace,user_task_6,injection_task_9,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,319632,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_EVALUATOR_HELPER_SOURCE_MISSING;INJECTION_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_6_injection_task_9/case_packet.md
v1.2.2:workspace:user_task_6:injection_task_10,workspace,user_task_6,injection_task_10,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,25,6,31,317855,OFFICIAL_SOURCE_CONTENT_NOT_MATERIALIZED;NATIVE_RUNNER_AND_AGGREGATION_NOT_IN_PACKET;STATE_SCHEMA_DESCRIPTOR_ONLY;POSTRUN_ARTIFACT_INVENTORY_ABSENT;STRONGER_SPLIT_NOT_RELIABLY_DERIVABLE;USER_EVALUATOR_HELPER_SOURCE_MISSING,,符合设计，可作为重新draft前的锁定输入,/Users/gss/Downloads/revised_agent_benchmark_paper_package/experiments/agentdojo_full_v1.2.2_direct/case_packets/agentdojo/v1.2.2_workspace_user_task_6_injection_task_10/case_packet.md
