benchmark,case_unit_id,overall_system_design_audit,semantic_decision,draft_lock_and_pre_run_scope,outcome_label_boundary,official_user_goal_task,native_evaluator_oracle_semantics,state_schema_and_artifact_inventory,nonlabel_decisive_evidence,native_sfu_rules,source_support_pointers,stronger_conditions,stronger_conflict_separation,minimality_no_run_leakage,failed_review_items,failed_design_clauses,finding_count,finding_summary,stronger_condition_count,review_prompt_variant,draft_lock_integrity,review_receipt_integrity,raw_draft_changed_since_lock,draft_sha256,case_packet_sha256
terminal_bench_2_1,sqlite-db-truncate,需修订,revise,通过,通过,需修订,需修订,通过,通过,需修订,通过,通过,通过,通过,native_user_goal; native_evaluator_semantics; decision_rules_sfu,官方 user goal/task; native evaluator/oracle 语义; native S/F/U 规则,3,"native_user_goal: The native user goal does not unambiguously preserve the instruction’s top-level JSON array format.; native_evaluator_semantics: The direct-output rules reduce the verifier to parsing plus match count and omit exceptions raised while iterating items, indexing `word`/`value`, or hashing tuple members.; decision_rules_sfu: A retained valid-JSON output that raises during tuple-set construction is assigned neither S nor F nor U by the stated rules, even though it conclusively establishes native failure.",1,base_semantic_review,True,True,False,3ad8946a4774049b73bad9d6cd3fbd9bce4580be19a5b54b2dea564219b9d5f2,629005c481a682c222fac4d6b270e8c8fb844a8cae0d9eff65832b0819d7d207
deep_swe_v1_1,sqlite-utils-safe-import-checkpoints,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,需修订,需修订,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu; source_support_pointers; stronger_conditions,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则; source support pointers; stronger 条件的官方支持与测量 gap,5,"native_evaluator_semantics: native.success_if tests the statuses of retained CTRF rows but does not require complete configured-ID coverage or the non-empty 60-node fail-to-pass set.; decisive_post_run_evidence: artifacts/model.patch cannot independently prove branch provenance or that all final work was committed.; decision_rules_sfu: The current S rule permits sparse CTRF evidence, while the F rules do not consume the declared stdout evidence for a verifier/report-generation failure that establishes configured outcomes were missing.; source_support_pointers: The test.sh line range misses the report-producing commands, and the pre_artifacts.sh line pointer misses the git-diff command.; stronger_conditions: The workflow condition includes an artifact incapable of assessing the full condition, and the explicit but untested CLI-docs requirement is absent from stronger measurement.",1,base_semantic_review,True,True,False,8675f9b095192ee480c0ce89533b94ee496fafff2b4971dcb592d1a7fb4733d4,478033b139dda577d169c216a7db2098c758a0dbe860c7ce41d1743b42d9b58f
terminal_bench_2_1,sqlite-with-gcov,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,通过,通过,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则,3,"native_evaluator_semantics: Native failure is limited to named assertion failures, omitting other established nonzero pytest outcomes and the verifier's explicit pre-pytest working-directory failure.; decisive_post_run_evidence: The stronger-layer agent stdout artifact is described as corroboration when the trajectory is incomplete; it cannot independently rule out fetching or using other SQLite source.; decision_rules_sfu: The U rule applies when one or more test outcomes are unknown, even if another retained outcome conclusively failed.",1,base_semantic_review,True,True,False,f0b84eb42100fa009654330d7d4ef3f5c7f4ca62064dbd9b4536394e4ea5085b,e35f2be0337c2b2d8729935c0f86cd9cc50aff2b53a40a3b55173ce0da2ddb9d
deep_swe_v1_1,superjson-error-stack-serialization,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,decisive_post_run_evidence; stronger_conditions,决定性非标签运行证据; stronger 条件的官方支持与测量 gap,2,"decisive_post_run_evidence: `artifacts/model.patch` is listed under `decisive_artifacts` for the branch-from-main and commit-everything condition, but its own question concedes that it cannot prove the branch choice or a clean, fully committed final state.; stronger_conditions: The stronger requirement is valid, but the named patch artifact can assess only committed diff content, not whether the work occurred on a new branch from `main` or whether all final changes were committed.",1,base_semantic_review,True,True,False,c48d562e8f37533125c46d0d06d575496164aa115391b53f73b39c6d771764df,8355c0de78c7f609bf7b2ff25d4be16db339b48323bc6fb501adca9a112ca369
deep_swe_v1_1,task-task-graph-export,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,通过,通过,通过,decisive_post_run_evidence,决定性非标签运行证据,1,decisive_post_run_evidence: artifacts/model.patch is labeled a decisive artifact for the branch-and-commit workflow even though the checklist correctly admits that it cannot prove branch identity or a fully committed clean worktree. A diff from the base commit to HEAD cannot independently establish the stated stronger condition.,1,base_semantic_review,True,True,False,97ff6a5bb21ce47569a070cbfb0cee5d4d9155a9909092512af36bec347ca207,b29e14c0d7ac60086d8a4caca39828ef612dafcb63c1e5c342ad8b32b119801f
deep_swe_v1_1,tengo-callable-instance-isolation,需修订,revise,通过,通过,需修订,通过,通过,需修订,通过,需修订,通过,通过,通过,native_user_goal; decisive_post_run_evidence; source_support_pointers,官方 user goal/task; 决定性非标签运行证据; source support pointers,3,native_user_goal: native.user_goal does not faithfully retain several explicit behavioral and API constraints from the official instruction.; decisive_post_run_evidence: artifacts/model.patch is incorrectly placed under decisive_artifacts for the branch-and-commit condition even though it cannot prove either branch identity or a fully committed final worktree.; source_support_pointers: official/instruction.md::1-9 does not include the final branch-and-commit clause and therefore fails to support claims based on that clause.,1,base_semantic_review,True,True,False,5e869883322e4ac4ef76a31de25614e7372bb0d8acb7eb6d8b148269b3443bb1,df7bd33ac53373b855e3d797de7ce45203c0271480a157c2ad94678ea0e8f60c
deep_swe_v1_1,tengo-destructuring-bindings,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,通过,通过,通过,decisive_post_run_evidence,决定性非标签运行证据,1,decisive_post_run_evidence: The stronger layer names artifacts/model.patch as decisive even though its question requires pairing it with agent logs. The patch records a base-to-HEAD diff but does not independently expose creation or checkout of a new branch from main.,1,base_semantic_review,True,True,False,9abd9463047fc5caac6f194b08225dd04f7c6c6d149762eea426091c429b1db6,c5767b8ffbdf60d69116795c4366d055b7f8ff64a3b992b118b67f9ebd2e3a28
deep_swe_v1_1,termenv-preserve-ansi-resets,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,282c6ea67c65d9da920b834151149ebdbbf9f7f1a1d90cd999aeef7e1273007c,7415a5d6f59d4710e71678a9439d32d52522805721e26b06fb85bf02df3fd4b8
deep_swe_v1_1,testem-bail-on-test-failure,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,1ff895b058754c9fd609770acd13c72aef998f0995c2d46d23ca7395b29aa2c0,89cf395ea0a516a692007dc918d17c0e1616a5b7d119e450e92132cc64e959ca
deep_swe_v1_1,testem-per-launcher-reports,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,需修订,通过,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu; source_support_pointers,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则; source support pointers,4,"native_evaluator_semantics: Native fail rules cover configured-node statuses but omit the grader's explicit model.patch application-failure branch, which records zero passes and native failure before tests or CTRF generation.; decisive_post_run_evidence: Only synthesized and raw CTRF artifacts are named, but those are unavailable when a submitted patch fails to apply. The retained verifier stdout can expose the grader's non-label application-failure message.; decision_rules_sfu: The current U rule treats absent/unusable CTRF evidence as sufficient for U, even when retained verifier output establishes patch application failure and therefore native F.; source_support_pointers: The undecided rule has no explicit packet-local support and does not cite the sources governing report production and the early application-failure exit.",1,base_semantic_review,True,True,False,9e4e4649d983d483bc222d6dca7187bc1ff517b8986995a051ca04b8c6ee1f17,cb6a0763917f36b56539c90228771c917577b04d8c4f17f45ccf13118e8e6b6b
deep_swe_v1_1,textual-kitty-key-phases,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,需修订,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu; source_support_pointers,native evaluator/oracle 语义; native S/F/U 规则; source support pointers,3,"native_evaluator_semantics: The native fail rules say that a configured node absent from retained report evidence therefore counts as failed. The grader only applies missing-node failure when the node is absent from the configured report contents; missing retained artifacts do not establish that fact.; decision_rules_sfu: The checklist assigns missing retained report evidence to both F and U, so the record-level decision is not well-defined.; source_support_pointers: The undecided condition and its reward.json exclusion rationale lack attached source support.",1,base_semantic_review,True,True,False,406783be51a89df318c0b90c04a8c87184c4e76cc3af2badc976c278c74f1bf1,2acac4f0e59d0b97d70b457ae02e044d414145dfe2e98b592d0841dc8958d713
deep_swe_v1_1,textual-richlog-follow-state,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,824f04a32e363e8b09869bf94296bf91643819d0aac5b822f470e6d9f8970536,f395efba5254ed6993ac758d286f4e879d2403011f89b6fe49ddec0f22697c4b
deep_swe_v1_1,tomlkit-toml-table-converters,需修订,revise,通过,通过,通过,通过,通过,通过,需修订,通过,通过,通过,通过,decision_rules_sfu,native S/F/U 规则,1,"decision_rules_sfu: The current U rule demands reconstruction of every configured node whenever CTRF is unavailable. That incorrectly permits U even when a retained JUnit report or verifier output already establishes one configured missing, skipped, or failed node, which is sufficient for native F.",1,base_semantic_review,True,True,False,a91d161785896bcb6dce9168f123a291858f9dd5f0a19420369a85ff83d24a5d,30891e1f90f7fdb6d022bae222bb29e4ee2652032e0cbc09a1d10049f9bda8bc
terminal_bench_2_1,torch-pipeline-parallelism,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu,native evaluator/oracle 语义; native S/F/U 规则,2,"native_evaluator_semantics: Native success and failure must reproduce the uvx/pytest command-status branch in test.sh, not only enumerate pass/fail outcomes for the four collected test cases.; decision_rules_sfu: The current F rules do not classify evidenced collection, launch, interruption, or internal pytest errors even though those nonzero command outcomes take the verifier’s failure branch.",1,base_semantic_review,True,True,False,9c3629321a6d3d6fbf4b02ec517718f80c46a7f7b08ac81de846d09023c035ab,29bb1b5b3c9f293fce34bf61427d9a57d9ec84b46b2ecf63a9b2c1161a666d0a
terminal_bench_2_1,torch-tensor-parallelism,需修订,revise,通过,通过,需修订,通过,通过,通过,通过,通过,需修订,通过,通过,native_user_goal; stronger_conditions,官方 user goal/task; stronger 条件的官方支持与测量 gap,2,native_user_goal: native.user_goal omits the officially specified constructor signatures and torch.nn.Module inheritance.; stronger_conditions: stronger.additional_conditions is empty even though the instruction explicitly requires exact class inheritance and constructor signatures that the released verifier does not inspect.,0,schema_repair_retry,True,True,False,59d71df11ad9f57483b1cb75f78f75c64ae02841a60ec92ddc1896fb0b9ec07e,79fde01c892bc5d4390dc2c800517f803b9891728d70ccb64ac25f0ca2083616
terminal_bench_2_1,train-fasttext,需修订,revise,通过,通过,需修订,需修订,通过,通过,需修订,需修订,通过,通过,通过,native_user_goal; native_evaluator_semantics; decision_rules_sfu; source_support_pointers,官方 user goal/task; native evaluator/oracle 语义; native S/F/U 规则; source support pointers,4,"native_user_goal: The stated user goal does not say that accuracy is evaluated on a private test set drawn from the same Yelp review distribution.; native_evaluator_semantics: The native rules misstate the pytest runtime path, omit nonzero command/collection/setup outcomes from native failure, and overstate `test_model_size` by treating generic unreadability as a failure condition not implemented by `os.path.getsize`.; decision_rules_sfu: The current U rule can absorb a verifier execution or collection failure even when retained non-label logs establish the nonzero outcome counted by the task-specific verifier.; source_support_pointers: The U rule has no support pointer, and the decisive artifact entries do not point to the inventory that establishes those artifact types.",1,base_semantic_review,True,True,False,f04e6c1be20f1bb2c091952ecaf59afc271d52a789d31e5998ab59246c66eeb9,192846d7543b63a7cd0f0548bd93ca77d75e20989d07f9bc182d0855cfd44cdf
deep_swe_v1_1,true-myth-iterable-collection-combinators,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,61087091fa9664362db6dacfa1c0435a9d1c4b57494617dab9057a585054878a,185f49cc32eedf54a2f2da8a80dcf8b6347342f5fbef261d761b5ad4dfff2f49
deep_swe_v1_1,ts-pattern-match-each,需修订,revise,通过,通过,通过,通过,通过,通过,需修订,通过,通过,通过,通过,decision_rules_sfu,native S/F/U 规则,1,"decision_rules_sfu: The checklist says verifier stdout may decisively establish whitelist-node failure and says U applies only when stdout lacks decisive verifier output, but fail_if only handles the apply-failed stdout path and success_if has no stdout path. Decisive non-label grader counts or whitelist failure rows therefore have no explicit S/F classification.",1,base_semantic_review,True,True,False,00217474199dd21d01d0152fc92a2a3175a7fbd99d3c79de9ac94ce4ae089de1,f5afe45e3dbf011df10844aacf670570b28d13e441f3317133d8ba23377f652e
terminal_bench_2_1,tune-mjcf,需修订,revise,通过,通过,需修订,需修订,通过,通过,需修订,通过,通过,通过,通过,native_user_goal; native_evaluator_semantics; decision_rules_sfu,官方 user goal/task; native evaluator/oracle 语义; native S/F/U 规则,3,"native_user_goal: native.user_goal omits the official requirement not to change body physical properties.; native_evaluator_semantics: The drafted fail_if rules do not exactly cover all ways the official pytest command can return nonzero and make unsupported causal conclusions for some non-pass outcomes.; decision_rules_sfu: An established benchmark-counted failure such as a NaN/Inf assertion during test_model_speed is not clearly captured by F, creating a path to U despite decisive failure evidence.",1,base_semantic_review,True,True,False,9a979d2111289cf943a0819fb621199641247ba0c7d2a2cfe11d066ae6c9f394,6cc163bee531f255f73cbbaf85266326f1f01a4b602a470d0d79687d9b7e67e2
deep_swe_v1_1,updo-policy-alerting,需修订,revise,通过,通过,通过,通过,通过,通过,通过,需修订,通过,通过,通过,source_support_pointers,source support pointers,1,"source_support_pointers: The checklist’s instruction and pre-artifact line ranges do not reach the facts attributed to them: the branch/commit and later webhook requirements occur after instruction line 67, and the patch-capture command occurs after pre_artifacts.sh line 7.",1,base_semantic_review,True,True,False,83183614d3bd4774629e93313d2b60cc7bc25fa184e6b38e5d4a7ca09643b4e2,9f0825cb95dd7fb97848816593feae20729b0a86c61f5e344fc314852a2d8aa8
deep_swe_v1_1,valibot-recursive-schema-composition,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,4476cfdc0c64a11cebb7476c43b24ae5e8f32b68bb995b151991501f3cbbd695,eaed348b9edfc5df80800e9896f858b4d27c2773ea7b5f3c3745ed303088a28c
terminal_bench_2_1,video-processing,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,需修订,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu; source_support_pointers,native evaluator/oracle 语义; native S/F/U 规则; source support pointers,3,"native_evaluator_semantics: The native F/U rules do not cover every nonzero status of the oracle-driving `uvx`/pytest command, although `test.sh` maps any such status to native failure.; decision_rules_sfu: The current U rule can absorb an evidenced benchmark-counted failure whenever no concrete named test failure is available.; source_support_pointers: `native.undecided_if[0]` and its rationale lack packet-local support.",1,base_semantic_review,True,True,False,7fd404714aeefc81f95f79470eab19a5085fb8e81eb47a93c7295a6b44a9f027,453fd24e5a9f13ccfdba70b92abdc339173f7199fb23b64c0224ff25dcf05abc
deep_swe_v1_1,vitest-duration-sharding,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,decisive_post_run_evidence; stronger_conditions,决定性非标签运行证据; stronger 条件的官方支持与测量 gap,2,decisive_post_run_evidence: `artifacts/model.patch` is listed under `decisive_artifacts` even though it exposes only the base-to-HEAD diff and cannot independently establish the final branch name or a fully committed working tree.; stronger_conditions: The trajectory question requests evidence of a final commit but does not require evidence that all task changes were committed; therefore it does not fully measure the official “commit everything” requirement.,1,base_semantic_review,True,True,False,e1c6b14ae484d5b7901f5dc1e16be00ecfc96cf1439f7ad8832cb7fff9fe636c,021631c0c32a64fb84ed01c94814507e59ace116883ffbc50383e9a6e40ad99d
terminal_bench_2_1,vulnerable-secret,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,f9f72942ca04e10d240d7a2a7f396cea5ed0b4beac404cf7d6307f9cb4858ccf,c4ff36d4dac5198ae5254752c660c82ae781422c0f5eec70ed6e7c244e8030fc
deep_swe_v1_1,vulture-persistent-analysis-cache,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,eeff40f72c91713e9286444f1d140990def6b5aa672cb0cc7ed62b4d0b1d5857,0068c4530b0ac66a50f5d5b67573804c2bb200447b3e227f1414c2c680f641ce
deep_swe_v1_1,wasmi-trap-coredumps,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,需修订,通过,通过,通过,decisive_post_run_evidence; source_support_pointers,决定性非标签运行证据; source support pointers,2,decisive_post_run_evidence: The model.patch question depends on a separate agent trace and therefore cannot be answered by model.patch independently.; source_support_pointers: The repeated pointer case_packet.md::77-86 does not reach the inventory entries that establish the named artifact types.,1,base_semantic_review,True,True,False,76b308a2e78e13e82725dd148d7682077437c8ebf40f16f33e51734665f40a06,f5554f9b6f01e0b566b4c26ad3d7d6c84648efa0feced4651a134116e3949aee
deep_swe_v1_1,wazero-multi-module-snapshots,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,a7b9b3600b6f524703f2a9e955cd861084b909a967aacd9a598a3ad1b0e88eb4,258159028b2038ae0aceb84a952c24c458863ad88ae2270e57ed8d43b6d72946
terminal_bench_2_1,winning-avg-corewars,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,0,base_semantic_review,True,True,False,cdab35a340ebd63a5e1997ff05a23f4ca30a4de1cd24349e359cd148c5e92a49,a11402b19997cf38e8793b869812c90d3c363e634f0a87e75e04b52b28745fff
terminal_bench_2_1,write-compressor,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,需修订,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu; source_support_pointers,native evaluator/oracle 语义; native S/F/U 规则; source support pointers,3,"native_evaluator_semantics: Native failure is limited to failures of the three named tests, but test.sh produces the failure outcome for every nonzero pytest status.; decision_rules_sfu: An evidenced nonzero pytest outcome without a named failed test would satisfy neither current F nor current S and would incorrectly fall into U.; source_support_pointers: The current support for the U rule and retained console artifact does not point to the packet sections that establish undecidable semantics and artifact availability.",0,base_semantic_review,True,True,False,49ea762f7c6bf0a376981f68fbdfc098b03ef4c811dea88e8ca7eadad88e5da8,0563b006226b184efcf70a0693653b7e8d3642a7f2b5044fe5736af1f80c236e
deep_swe_v1_1,yaegi-go-embed-directives,需修订,revise,通过,通过,通过,通过,通过,需修订,需修订,通过,需修订,通过,通过,decisive_post_run_evidence; decision_rules_sfu; stronger_conditions,决定性非标签运行证据; native S/F/U 规则; stronger 条件的官方支持与测量 gap,3,"decisive_post_run_evidence: artifacts/model.patch is listed as decisive for the branch-and-commit condition even though its own question says it cannot prove branch identity or worktree cleanliness.; decision_rules_sfu: S and F do not cover sufficient non-label evidence in test-stdout or retained raw verifier reports/logs, while U expressly does not apply if such evidence determines node status.; stronger_conditions: The stronger evidence questions do not require proof that every task change was committed; showing a final commit alone permits remaining modified or untracked files.",1,base_semantic_review,True,True,False,891fc7486498667fac5e8b7d0cf7dfc06271733d2c6d265142192728d00606a4,843f0340ede096207ceff3446817facbffb021871992f5ce7e14eaef49ec1c4c
deep_swe_v1_1,yjs-map-conflict-detection,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,0e676275281c5f3fcbeab4ca5c166623e6789c8bbfbe547e90b2c8f417e07b7d,d7edea28eef3c94bd4d0e7e8dc9e304c1e34722847ae1ccfc15d38d54000d850
deep_swe_v1_1,ytt-jsonpath-query-api,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu,native evaluator/oracle 语义; native S/F/U 规则,2,"native_evaluator_semantics: native.fail_if does not cover retained raw report or log evidence directly establishing that a configured node failed, was skipped, or was missing, although any one such outcome is native failure under the released grader.; decision_rules_sfu: native.undecided_if incorrectly focuses on absence of a complete 104-node reconstruction. A single configured-node failure established by retained non-label evidence is sufficient for F.",1,base_semantic_review,True,True,False,e787b6d18637f7fff0dcf8839d7fcb3d79692a5c0bb96c9f83676dd1198bb1d7,3fea4dc6be0d7f7c2ae97d5377f9545f21bb8371751f9af14cf29017546e876d
